,Player Id,name,Position,Year,Season,week,Game Date,Home or Away,opponent,Outcome,Score,Games Played,Games Started,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Fumbles,Fumbles Lost,Unnamed: 0,team,points,salary,Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Number,Weight (lbs),Years Played
30,darrelwilliams/2560935,"Williams, Darrel",RB,2019,Regular Season,4,09/29,Away,DET,W,34 to 30,1,0,8,13,1.6,8,2,3,43,14.3,30,0,1,1,348,kan,17.1,5500,24.0,"Marrero , LA",4/15/1995,LSU,Active,Kansas City Chiefs,2nd season,71.0,John Ehret HS,"Marrero, LA",31.0,224.0,
31,darrelwilliams/2560935,"Williams, Darrel",RB,2019,Regular Season,7,10/17,Away,DEN,W,30 to 6,1,0,2,1,0.5,1,0,2,5,2.5,6,0,--,--,704,kan,1.6,5600,24.0,"Marrero , LA",4/15/1995,LSU,Active,Kansas City Chiefs,2nd season,71.0,John Ehret HS,"Marrero, LA",31.0,224.0,
32,marlonmack/2558123,"Mack, Marlon",RB,2019,Regular Season,1,09/08,Away,LAC,L,24 to 30,1,0,25,174,7.0,63T,1,--,--,--,--,--,--,--,3,ind,25.4,6900,23.0,"Sarasota , FL",3/7/1996,South Florida,Active,Indianapolis Colts,3rd season,72.0,Booker HS,"Sarasota, FL",25.0,210.0,
33,marlonmack/2558123,"Mack, Marlon",RB,2019,Regular Season,2,09/15,Away,TEN,W,19 to 17,1,1,20,51,2.6,10,0,2,12,6.0,9,0,--,--,156,ind,7.3,7400,23.0,"Sarasota , FL",3/7/1996,South Florida,Active,Indianapolis Colts,3rd season,72.0,Booker HS,"Sarasota, FL",25.0,210.0,
34,philliplindsay/2559947,"Lindsay, Phillip",RB,2019,Regular Season,1,09/09,Away,OAK,L,16 to 24,1,1,11,43,3.9,9,0,4,23,5.8,10,0,--,--,30,den,8.6,6600,25.0,"Denver , CO",7/24/1994,Colorado,Active,Denver Broncos,2nd season,68.0,South HS,"Denver, CO",30.0,190.0,
35,philliplindsay/2559947,"Lindsay, Phillip",RB,2019,Regular Season,5,10/06,Away,LAC,W,20 to 13,1,1,15,114,7.6,32,1,4,33,8.3,13,0,--,--,446,den,22.7,6700,25.0,"Denver , CO",7/24/1994,Colorado,Active,Denver Broncos,2nd season,68.0,South HS,"Denver, CO",30.0,190.0,
36,philliplindsay/2559947,"Lindsay, Phillip",RB,2019,Regular Season,8,10/27,Away,IND,L,13 to 15,1,1,14,59,4.2,11,0,5,17,3.4,7,0,--,--,767,den,10.1,6300,25.0,"Denver , CO",7/24/1994,Colorado,Active,Denver Broncos,2nd season,68.0,South HS,"Denver, CO",30.0,190.0,
37,anthonysherman/2495340,"Sherman, Anthony",RB,2019,Regular Season,2,09/15,Away,OAK,W,28 to 10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,216,kan,0.0,4500,30.0,"North Attleboro , MA",12/11/1988,Connecticut,Active,Kansas City Chiefs,9th season,70.0,North Attleboro HS,MA,42.0,242.0,
38,anthonysherman/2495340,"Sherman, Anthony",RB,2019,Regular Season,4,09/29,Away,DET,W,34 to 30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,424,kan,0.0,4500,30.0,"North Attleboro , MA",12/11/1988,Connecticut,Active,Kansas City Chiefs,9th season,70.0,North Attleboro HS,MA,42.0,242.0,
39,anthonysherman/2495340,"Sherman, Anthony",RB,2019,Regular Season,7,10/17,Away,DEN,W,30 to 6,1,0,2,7,3.5,5,0,--,--,--,--,--,--,--,714,kan,0.7,4500,30.0,"North Attleboro , MA",12/11/1988,Connecticut,Active,Kansas City Chiefs,9th season,70.0,North Attleboro HS,MA,42.0,242.0,
40,aaronjones/2558116,"Jones, Aaron",RB,2019,Regular Season,1,09/05,Away,CHI,W,10 to 3,1,1,13,39,3.0,9,0,1,0,0.0,0,0,1,0,51,gnb,4.4,6800,24.0,"Savannah , GA",12/2/1994,Texas-El Paso,Active,Green Bay Packers,3rd season,69.0,Burges HS,"El Paso, TX",33.0,208.0,
41,aaronjones/2558116,"Jones, Aaron",RB,2019,Regular Season,5,10/06,Away,DAL,W,34 to 24,1,1,19,107,5.6,18T,4,7,75,10.7,22,0,--,--,441,gnb,45.7,6800,24.0,"Savannah , GA",12/2/1994,Texas-El Paso,Active,Green Bay Packers,3rd season,69.0,Burges HS,"El Paso, TX",33.0,208.0,
42,wendellsmallwood/2555461,"Smallwood, Wendell",RB,2019,Regular Season,1,09/08,Away,PHI,L,27 to 32,1,0,--,--,--,--,--,--,--,--,--,--,--,--,91,was,0.0,4700,25.0,"Wilmington , DE",1/20/1994,West Virginia,Active,Washington Redskins,4th season,70.0,Eastern Christian Academy HS,"Elkton, MD",34.0,208.0,
43,wendellsmallwood/2555461,"Smallwood, Wendell",RB,2019,Regular Season,4,09/29,Away,NYG,L,3 to 24,1,0,--,--,--,--,--,1,14,14.0,14,0,--,--,401,was,1.9,4500,25.0,"Wilmington , DE",1/20/1994,West Virginia,Active,Washington Redskins,4th season,70.0,Eastern Christian Academy HS,"Elkton, MD",34.0,208.0,
44,wendellsmallwood/2555461,"Smallwood, Wendell",RB,2019,Regular Season,6,10/13,Away,MIA,W,17 to 16,1,0,1,4,4.0,4,0,--,--,--,--,--,--,--,610,was,0.4,4500,25.0,"Wilmington , DE",1/20/1994,West Virginia,Active,Washington Redskins,4th season,70.0,Eastern Christian Academy HS,"Elkton, MD",34.0,208.0,
45,wendellsmallwood/2555461,"Smallwood, Wendell",RB,2019,Regular Season,8,10/24,Away,MIN,L,9 to 19,1,0,2,9,4.5,11,0,1,11,11.0,11,0,--,--,796,was,2.5,4500,25.0,"Wilmington , DE",1/20/1994,West Virginia,Active,Washington Redskins,4th season,70.0,Eastern Christian Academy HS,"Elkton, MD",34.0,208.0,
46,ezekielelliott/2555224,"Elliott, Ezekiel",RB,2019,Regular Season,2,09/15,Away,WAS,W,31 to 21,1,1,23,111,4.8,27,1,2,9,4.5,9,0,--,--,126,dal,19.0,8500,24.0,"Alton , IL",7/22/1995,Ohio State,Active,Dallas Cowboys,4th season,72.0,John Burroughs School HS,"St. Louis, MO",21.0,228.0,
47,ezekielelliott/2555224,"Elliott, Ezekiel",RB,2019,Regular Season,6,10/13,Away,NYJ,L,22 to 24,1,1,28,105,3.8,13,1,5,48,9.6,16,0,--,--,550,dal,23.7,8500,24.0,"Alton , IL",7/22/1995,Ohio State,Active,Dallas Cowboys,4th season,72.0,John Burroughs School HS,"St. Louis, MO",21.0,228.0,
48,giovanibernard/2540156,"Bernard, Giovani",RB,2019,Regular Season,1,09/08,Away,SEA,L,20 to 21,1,0,7,21,3.0,11,0,2,42,21.0,35,0,1,0,33,cin,7.3,5200,27.0,"West Palm Beach , FL",11/22/1991,North Carolina,Active,Cincinnati Bengals,7th season,69.0,St. Thomas Aquinas HS,"Fort Lauderdale, FL",25.0,205.0,
49,giovanibernard/2540156,"Bernard, Giovani",RB,2019,Regular Season,3,09/22,Away,BUF,L,17 to 21,1,0,3,5,1.7,4,0,2,7,3.5,5,0,--,--,292,cin,2.2,5200,27.0,"West Palm Beach , FL",11/22/1991,North Carolina,Active,Cincinnati Bengals,7th season,69.0,St. Thomas Aquinas HS,"Fort Lauderdale, FL",25.0,205.0,
50,giovanibernard/2540156,"Bernard, Giovani",RB,2019,Regular Season,4,09/30,Away,PIT,L,3 to 27,1,0,1,3,3.0,3,0,4,16,4.0,11,0,--,--,387,cin,3.9,4800,27.0,"West Palm Beach , FL",11/22/1991,North Carolina,Active,Cincinnati Bengals,7th season,69.0,St. Thomas Aquinas HS,"Fort Lauderdale, FL",25.0,205.0,
51,giovanibernard/2540156,"Bernard, Giovani",RB,2019,Regular Season,6,10/13,Away,BAL,L,17 to 23,1,0,4,4,1.0,2,0,2,20,10.0,14,0,--,--,591,cin,3.4,5000,27.0,"West Palm Beach , FL",11/22/1991,North Carolina,Active,Cincinnati Bengals,7th season,69.0,St. Thomas Aquinas HS,"Fort Lauderdale, FL",25.0,205.0,
52,chriscarson/2558865,"Carson, Chris",RB,2019,Regular Season,2,09/15,Away,PIT,W,28 to 26,1,1,15,60,4.0,21,0,3,27,9.0,10,0,1,1,151,sea,8.2,7400,25.0,"Biloxi , MS",9/16/1994,Oklahoma State,Active,Seattle Seahawks,3rd season,71.0,Parkview HS,"Liburn, GA",32.0,222.0,
53,chriscarson/2558865,"Carson, Chris",RB,2019,Regular Season,4,09/29,Away,ARI,W,27 to 10,1,1,22,104,4.7,12,0,4,41,10.3,17,0,--,--,349,sea,16.5,7000,25.0,"Biloxi , MS",9/16/1994,Oklahoma State,Active,Seattle Seahawks,3rd season,71.0,Parkview HS,"Liburn, GA",32.0,222.0,
54,chriscarson/2558865,"Carson, Chris",RB,2019,Regular Season,6,10/13,Away,CLE,W,32 to 28,1,1,24,124,5.2,25,1,4,35,8.8,21,0,--,--,549,sea,23.9,7200,25.0,"Biloxi , MS",9/16/1994,Oklahoma State,Active,Seattle Seahawks,3rd season,71.0,Parkview HS,"Liburn, GA",32.0,222.0,
55,chriscarson/2558865,"Carson, Chris",RB,2019,Regular Season,8,10/27,Away,ATL,W,27 to 20,1,1,20,90,4.5,19,1,0,0,--,--,0,--,--,757,sea,15.0,8000,25.0,"Biloxi , MS",9/16/1994,Oklahoma State,Active,Seattle Seahawks,3rd season,71.0,Parkview HS,"Liburn, GA",32.0,222.0,
56,rashaadpenny/2560835,"Penny, Rashaad",RB,2019,Regular Season,2,09/15,Away,PIT,W,28 to 26,1,0,10,62,6.2,37T,1,1,3,3.0,3,0,--,--,137,sea,13.0,5100,23.0,"Norwalk , CA",2/2/1996,San Diego State,Active,Seattle Seahawks,2nd season,71.0,Norwalk HS,CA,20.0,220.0,
57,rashaadpenny/2560835,"Penny, Rashaad",RB,2019,Regular Season,8,10/27,Away,ATL,W,27 to 20,1,0,8,55,6.9,17,0,--,--,--,--,--,--,--,784,sea,5.5,5400,23.0,"Norwalk , CA",2/2/1996,San Diego State,Active,Seattle Seahawks,2nd season,71.0,Norwalk HS,CA,20.0,220.0,
58,le'veonbell/2540175,"Bell, Le'Veon",RB,2019,Regular Season,5,10/06,Away,PHI,L,6 to 31,1,1,15,43,2.9,13,0,7,45,6.4,14,0,--,--,461,nyj,12.3,7300,27.0,"Columbus , OH",2/18/1992,Michigan State,Active,New York Jets,6th season,73.0,Groveport Madison HS,"Groveport, OH",26.0,225.0,
59,justicehill/2562407,"Hill, Justice",RB,2019,Regular Season,1,09/08,Away,MIA,W,59 to 10,1,0,7,27,3.9,13,0,--,--,--,--,--,--,--,59,bal,2.7,5000,21.0,"Tulsa , OK",11/14/1997,Oklahoma State,Active,Baltimore Ravens,Rookie,70.0,Booker T. Washington HS,"Tulsa, OK",43.0,200.0,
60,justicehill/2562407,"Hill, Justice",RB,2019,Regular Season,5,10/06,Away,PIT,W,26 to 23,1,0,2,7,3.5,4,0,--,--,--,--,--,--,--,512,bal,0.7,4500,21.0,"Tulsa , OK",11/14/1997,Oklahoma State,Active,Baltimore Ravens,Rookie,70.0,Booker T. Washington HS,"Tulsa, OK",43.0,200.0,
61,justicehill/2562407,"Hill, Justice",RB,2019,Regular Season,7,10/20,Away,SEA,W,30 to 16,1,0,--,--,--,--,--,--,--,--,--,--,--,--,722,bal,0.0,4500,21.0,"Tulsa , OK",11/14/1997,Oklahoma State,Active,Baltimore Ravens,Rookie,70.0,Booker T. Washington HS,"Tulsa, OK",43.0,200.0,
62,travishomer/2562665,"Homer, Travis",RB,2019,Regular Season,2,09/15,Away,PIT,W,28 to 26,1,0,--,--,--,--,--,--,--,--,--,--,--,--,219,sea,0.0,4500,21.0,"West Palm Beach , FL",8/7/1998,Miami (Fla.),Active,Seattle Seahawks,Rookie,70.0,Oxbridge Academy HS,"West Palm Beach, FL",25.0,202.0,
63,travishomer/2562665,"Homer, Travis",RB,2019,Regular Season,4,09/29,Away,ARI,W,27 to 10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,428,sea,0.0,4500,21.0,"West Palm Beach , FL",8/7/1998,Miami (Fla.),Active,Seattle Seahawks,Rookie,70.0,Oxbridge Academy HS,"West Palm Beach, FL",25.0,202.0,
64,travishomer/2562665,"Homer, Travis",RB,2019,Regular Season,6,10/13,Away,CLE,W,32 to 28,1,0,--,--,--,--,--,--,--,--,--,--,--,--,636,sea,0.0,4500,21.0,"West Palm Beach , FL",8/7/1998,Miami (Fla.),Active,Seattle Seahawks,Rookie,70.0,Oxbridge Academy HS,"West Palm Beach, FL",25.0,202.0,
65,travishomer/2562665,"Homer, Travis",RB,2019,Regular Season,8,10/27,Away,ATL,W,27 to 20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,839,sea,0.0,4500,21.0,"West Palm Beach , FL",8/7/1998,Miami (Fla.),Active,Seattle Seahawks,Rookie,70.0,Oxbridge Academy HS,"West Palm Beach, FL",25.0,202.0,
66,devontaebooker/2555223,"Booker, Devontae",RB,2019,Regular Season,1,09/09,Away,OAK,L,16 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,101,den,0.0,4500,27.0,"Sacramento , CA",5/27/1992,Utah,Active,Denver Broncos,4th season,71.0,Grant Union HS,"Sacramento, CA",23.0,219.0,
67,devontaebooker/2555223,"Booker, Devontae",RB,2019,Regular Season,5,10/06,Away,LAC,W,20 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,530,den,0.0,4500,27.0,"Sacramento , CA",5/27/1992,Utah,Active,Denver Broncos,4th season,71.0,Grant Union HS,"Sacramento, CA",23.0,219.0,
68,itosmith/2559924,"Smith, Ito",RB,2019,Regular Season,1,09/08,Away,MIN,L,12 to 28,1,0,6,31,5.2,16,0,1,9,9.0,9,0,--,--,50,atl,4.5,5400,24.0,"Mobile , AL",9/11/1995,Southern Mississippi,Injured reserve,Atlanta Falcons,2nd season,69.0,McGill-Toolen HS,"Mobile, AL",25.0,195.0,
69,itosmith/2559924,"Smith, Ito",RB,2019,Regular Season,3,09/22,Away,IND,L,24 to 27,1,0,1,0,0.0,0,0,--,--,--,--,--,--,--,317,atl,0.0,5300,24.0,"Mobile , AL",9/11/1995,Southern Mississippi,Injured reserve,Atlanta Falcons,2nd season,69.0,McGill-Toolen HS,"Mobile, AL",25.0,195.0,
70,itosmith/2559924,"Smith, Ito",RB,2019,Regular Season,5,10/06,Away,HOU,L,32 to 53,1,0,5,19,3.8,11,0,6,45,7.5,10,0,--,--,473,atl,9.4,4800,24.0,"Mobile , AL",9/11/1995,Southern Mississippi,Injured reserve,Atlanta Falcons,2nd season,69.0,McGill-Toolen HS,"Mobile, AL",25.0,195.0,
71,itosmith/2559924,"Smith, Ito",RB,2019,Regular Season,6,10/13,Away,ARI,L,33 to 34,1,0,3,6,2.0,3,0,--,--,--,--,--,--,--,608,atl,0.6,5000,24.0,"Mobile , AL",9/11/1995,Southern Mississippi,Injured reserve,Atlanta Falcons,2nd season,69.0,McGill-Toolen HS,"Mobile, AL",25.0,195.0,
72,cullengillaspia/2562906,"Gillaspia, Cullen",RB,2019,Regular Season,3,09/22,Away,LAC,W,27 to 20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,318,hou,0.0,4500,24.0,"Katy , TX",5/12/1995,Texas A&M,Active,Houston Texans,Rookie,74.0,Katy Taylor HS,"Katy, TX",44.0,235.0,
73,cullengillaspia/2562906,"Gillaspia, Cullen",RB,2019,Regular Season,7,10/20,Away,IND,L,23 to 30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,727,hou,0.0,4500,24.0,"Katy , TX",5/12/1995,Texas A&M,Active,Houston Texans,Rookie,74.0,Katy Taylor HS,"Katy, TX",44.0,235.0,
74,davidfluellen/2550289,"Fluellen, David",RB,2019,Regular Season,1,09/08,Away,CLE,W,43 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,115,ten,0.0,4500,27.0,"Tacoma , WA",1/28/1992,Toledo,Injured reserve,Tennessee Titans,3rd season,71.0,Lockport HS,NY,32.0,224.0,
75,davidfluellen/2550289,"Fluellen, David",RB,2019,Regular Season,4,09/29,Away,ATL,W,24 to 10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,437,ten,0.0,4500,27.0,"Tacoma , WA",1/28/1992,Toledo,Injured reserve,Tennessee Titans,3rd season,71.0,Lockport HS,NY,32.0,224.0,
76,bilalpowell/2495328,"Powell, Bilal",RB,2019,Regular Season,5,10/06,Away,PHI,L,6 to 31,1,0,1,4,4.0,4,0,--,--,--,--,--,--,--,513,nyj,0.4,4500,31.0,"Lakeland , FL",10/27/1988,Louisville,Active,New York Jets,9th season,70.0,Lake Gibson HS,"Lakeland, FL",29.0,204.0,
77,elijhaapenny/2556762,"Penny, Elijhaa",RB,2019,Regular Season,1,09/08,Away,DAL,L,17 to 35,1,1,2,3,1.5,2,0,--,--,--,--,--,--,--,81,nyg,0.3,4500,26.0,"Downey , CA",8/17/1993,Idaho,Active,New York Giants,3rd season,73.0,Norwalk HS,CA},39.0,250.0,
