,Player Id,name,Position,Year,Season,week,Game Date,Home or Away,opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost,Unnamed: 0,team,points,salary,Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Number,Weight (lbs),Years Played
12,geoffswaim/2553454,"Swaim, Geoff",TE,2019,Regular Season,4,09/29,Away,DEN,W,26 to 24,1,1,3,17,5.7,9,0,--,--,--,--,--,--,--,298,jac,3.2,4500,26.0,"Chico , CA",9/16/1993,Texas,Injured reserve,Jacksonville Jaguars,5th season,76.0,Pleasant Valley HS,"Chico, CA",87.0,260.0,
13,geoffswaim/2553454,"Swaim, Geoff",TE,2019,Regular Season,5,10/06,Away,CAR,L,27 to 34,1,0,1,4,4.0,4,0,--,--,--,--,--,--,--,392,jac,0.9,4500,26.0,"Chico , CA",9/16/1993,Texas,Injured reserve,Jacksonville Jaguars,5th season,76.0,Pleasant Valley HS,"Chico, CA",87.0,260.0,
14,rhettellison/2532835,"Ellison, Rhett",TE,2019,Regular Season,1,09/08,Away,DAL,L,17 to 35,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--,43,nyg,1.3,4000,31.0,"Foster City , CA",10/3/1988,USC,Active,New York Giants,8th season,77.0,St. Francis HS,"Mountain View, CA",85.0,255.0,
15,rhettellison/2532835,"Ellison, Rhett",TE,2019,Regular Season,8,10/27,Away,DET,L,26 to 31,1,0,1,-1,-1.0,-1,0,--,--,--,--,--,--,--,628,nyg,0.4,5000,31.0,"Foster City , CA",10/3/1988,USC,Active,New York Giants,8th season,77.0,St. Francis HS,"Mountain View, CA",85.0,255.0,
16,darrenfells/2540928,"Fells, Darren",TE,2019,Regular Season,3,09/22,Away,LAC,W,27 to 20,1,1,5,49,9.8,16T,1,--,--,--,--,--,--,--,182,hou,13.4,4000,33.0,"Fullerton , CA",4/22/1986,California-Irvine,Active,Houston Texans,6th season,79.0,Fullerton HS,CA,87.0,270.0,
17,darrenfells/2540928,"Fells, Darren",TE,2019,Regular Season,7,10/20,Away,IND,L,23 to 30,1,1,2,27,13.5,19,0,--,--,--,--,--,--,--,524,hou,3.7,5400,33.0,"Fullerton , CA",4/22/1986,California-Irvine,Active,Houston Texans,6th season,79.0,Fullerton HS,CA,87.0,270.0,
18,zachertz/2540158,"Ertz, Zach",TE,2019,Regular Season,2,09/15,Away,ATL,L,20 to 24,1,1,8,72,9.0,16,0,--,--,--,--,--,--,--,93,phi,13.2,6900,29.0,"Orange , CA",11/10/1990,Stanford,Active,Philadelphia Eagles,7th season,77.0,Monte Vista HS,"Danville, CA",86.0,250.0,
19,zachertz/2540158,"Ertz, Zach",TE,2019,Regular Season,6,10/13,Away,MIN,L,20 to 38,1,1,4,54,13.5,20,0,--,--,--,--,--,1,1,444,phi,5.4,6600,29.0,"Orange , CA",11/10/1990,Stanford,Active,Philadelphia Eagles,7th season,77.0,Monte Vista HS,"Danville, CA",86.0,250.0,
20,zachertz/2540158,"Ertz, Zach",TE,2019,Regular Season,7,10/20,Away,DAL,L,10 to 37,1,1,2,38,19.0,24,0,--,--,--,--,--,--,--,522,phi,4.8,6300,29.0,"Orange , CA",11/10/1990,Stanford,Active,Philadelphia Eagles,7th season,77.0,Monte Vista HS,"Danville, CA",86.0,250.0,
21,zachertz/2540158,"Ertz, Zach",TE,2019,Regular Season,8,10/27,Away,BUF,W,31 to 13,1,1,2,20,10.0,18,0,--,--,--,--,--,--,--,603,phi,3.0,6300,29.0,"Orange , CA",11/10/1990,Stanford,Active,Philadelphia Eagles,7th season,77.0,Monte Vista HS,"Danville, CA",86.0,250.0,
22,jordanakins/2560951,"Akins, Jordan",TE,2019,Regular Season,3,09/22,Away,LAC,W,27 to 20,1,0,3,73,24.3,53T,2,--,--,--,--,--,--,--,177,hou,20.8,4100,27.0,"Locust Grove , GA",4/19/1992,Central Florida,Active,Houston Texans,2nd season,76.0,Union Grove HS,"McDonough, GA",88.0,243.0,
23,jordanakins/2560951,"Akins, Jordan",TE,2019,Regular Season,7,10/20,Away,IND,L,23 to 30,1,1,2,17,8.5,11,0,--,--,--,--,--,--,--,531,hou,2.7,4600,27.0,"Locust Grove , GA",4/19/1992,Central Florida,Active,Houston Texans,2nd season,76.0,Union Grove HS,"McDonough, GA",88.0,243.0,
24,traviskelce/2540258,"Kelce, Travis",TE,2019,Regular Season,2,09/15,Away,OAK,W,28 to 10,1,1,7,107,15.3,34,1,--,--,--,--,--,--,--,89,kan,20.2,8000,30.0,"Westlake , OH",10/5/1989,Cincinnati,Active,Kansas City Chiefs,7th season,77.0,Cleveland Heights HS,OH,87.0,260.0,
25,traviskelce/2540258,"Kelce, Travis",TE,2019,Regular Season,4,09/29,Away,DET,W,34 to 30,1,1,7,85,12.1,18,0,--,--,--,--,--,--,--,269,kan,12.0,7600,30.0,"Westlake , OH",10/5/1989,Cincinnati,Active,Kansas City Chiefs,7th season,77.0,Cleveland Heights HS,OH,87.0,260.0,
26,traviskelce/2540258,"Kelce, Travis",TE,2019,Regular Season,7,10/17,Away,DEN,W,30 to 6,1,1,6,44,7.3,13,0,--,--,--,--,--,--,--,515,kan,7.4,7200,30.0,"Westlake , OH",10/5/1989,Cincinnati,Active,Kansas City Chiefs,7th season,77.0,Cleveland Heights HS,OH,87.0,260.0,
27,seanculkin/2559161,"Culkin, Sean",TE,2019,Regular Season,2,09/15,Away,DET,L,10 to 13,1,1,--,--,--,--,--,--,--,--,--,--,--,--,168,lac,0.0,4000,26.0,"Clearwater Beach , FL",6/11/1993,Missouri,Injured reserve,Los Angeles Chargers,3rd season,77.0,Indian Rocks Christian School HS,"Largo, FL",80.0,255.0,
28,seanculkin/2559161,"Culkin, Sean",TE,2019,Regular Season,4,09/29,Away,MIA,W,30 to 10,1,1,1,12,12.0,12,0,--,--,--,--,--,--,--,307,lac,1.7,4000,26.0,"Clearwater Beach , FL",6/11/1993,Missouri,Injured reserve,Los Angeles Chargers,3rd season,77.0,Indian Rocks Christian School HS,"Largo, FL",80.0,255.0,
29,adamshaheen/2558144,"Shaheen, Adam",TE,2019,Regular Season,2,09/15,Away,DEN,W,16 to 14,1,0,3,24,8.0,9,0,--,--,--,--,--,--,--,109,chi,3.9,4000,25.0,"Lexington , KY",10/24/1994,Ashland,Active,Chicago Bears,3rd season,78.0,Big Walnut HS,"Sunbury, OH",87.0,257.0,
30,adamshaheen/2558144,"Shaheen, Adam",TE,2019,Regular Season,3,09/23,Away,WAS,W,31 to 15,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,221,chi,1.2,4500,25.0,"Lexington , KY",10/24/1994,Ashland,Active,Chicago Bears,3rd season,78.0,Big Walnut HS,"Sunbury, OH",87.0,257.0,
31,adamshaheen/2558144,"Shaheen, Adam",TE,2019,Regular Season,5,10/06,Away,OAK,L,21 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,404,chi,0.0,4300,25.0,"Lexington , KY",10/24/1994,Ashland,Active,Chicago Bears,3rd season,78.0,Big Walnut HS,"Sunbury, OH",87.0,257.0,
32,sethdevalve/2556365,"DeValve, Seth",TE,2019,Regular Season,2,09/15,Away,HOU,L,12 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,162,jac,0.0,4000,26.0,"Manchester , CT",1/29/1993,Princeton,Active,Jacksonville Jaguars,4th season,75.0,Manchester HS,CT,88.0,245.0,
33,sethdevalve/2556365,"DeValve, Seth",TE,2019,Regular Season,4,09/29,Away,DEN,W,26 to 24,1,1,--,--,--,--,--,--,--,--,--,--,--,--,335,jac,0.0,4000,26.0,"Manchester , CT",1/29/1993,Princeton,Active,Jacksonville Jaguars,4th season,75.0,Manchester HS,CT,88.0,245.0,
34,sethdevalve/2556365,"DeValve, Seth",TE,2019,Regular Season,5,10/06,Away,CAR,L,27 to 34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,412,jac,0.0,4000,26.0,"Manchester , CT",1/29/1993,Princeton,Active,Jacksonville Jaguars,4th season,75.0,Manchester HS,CT,88.0,245.0,
35,sethdevalve/2556365,"DeValve, Seth",TE,2019,Regular Season,7,10/20,Away,CIN,W,27 to 17,1,1,0,0,--,--,0,--,--,--,--,--,--,--,564,jac,0.0,4000,26.0,"Manchester , CT",1/29/1993,Princeton,Active,Jacksonville Jaguars,4th season,75.0,Manchester HS,CT,88.0,245.0,
36,georgekittle/2558266,"Kittle, George",TE,2019,Regular Season,2,09/15,Away,CIN,W,41 to 17,1,1,3,54,18.0,36,0,--,--,--,--,--,--,--,99,sfo,6.9,7100,26.0,"Madison , WI",10/9/1993,Iowa,Active,San Francisco 49ers,3rd season,76.0,Norman HS,OK,85.0,250.0,
37,georgekittle/2558266,"Kittle, George",TE,2019,Regular Season,7,10/20,Away,WAS,W,9 to 0,1,1,3,38,12.7,16,0,2,0,0.0,2,0,--,--,519,sfo,5.3,7100,26.0,"Madison , WI",10/9/1993,Iowa,Active,San Francisco 49ers,3rd season,76.0,Norman HS,OK,85.0,250.0,
38,jeromecunningham/2551359,"Cunningham, Jerome",TE,2019,Regular Season,6,10/13,Away,MIA,W,17 to 16,1,1,--,--,--,--,--,--,--,--,--,--,--,--,480,was,0.0,4000,28.0,"Waterbury , CT",5/25/1991,Southern Connecticut State,Injured reserve,Washington Redskins,2nd season,75.0,Crosby HS,"Waterbury, CT",83.0,250.0,
39,leesmith/2495347,"Smith, Lee",TE,2019,Regular Season,1,09/08,Away,NYJ,W,17 to 16,1,1,--,--,--,--,--,--,--,--,--,--,--,--,74,buf,0.0,4000,31.0,"Powell , TN",11/21/1987,Marshall,Active,Buffalo Bills,9th season,78.0,Powell HS,TN,85.0,265.0,
40,leesmith/2495347,"Smith, Lee",TE,2019,Regular Season,2,09/15,Away,NYG,W,28 to 14,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--,133,buf,1.3,4000,31.0,"Powell , TN",11/21/1987,Marshall,Active,Buffalo Bills,9th season,78.0,Powell HS,TN,85.0,265.0,
41,leesmith/2495347,"Smith, Lee",TE,2019,Regular Season,5,10/06,Away,TEN,W,14 to 7,1,0,1,8,8.0,8T,1,--,--,--,--,--,--,--,354,buf,7.3,4000,31.0,"Powell , TN",11/21/1987,Marshall,Active,Buffalo Bills,9th season,78.0,Powell HS,TN,85.0,265.0,
42,virgilgreen/2495288,"Green, Virgil",TE,2019,Regular Season,2,09/15,Away,DET,L,10 to 13,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--,131,lac,1.4,4000,31.0,"San Bernardino , CA",8/3/1988,Nevada,Active,Los Angeles Chargers,9th season,77.0,Tulare HS,CA,88.0,255.0,
43,virgilgreen/2495288,"Green, Virgil",TE,2019,Regular Season,7,10/20,Away,TEN,L,20 to 23,1,0,1,9,9.0,9,0,--,--,--,--,--,--,--,538,lac,1.4,4000,31.0,"San Bernardino , CA",8/3/1988,Nevada,Active,Los Angeles Chargers,9th season,77.0,Tulare HS,CA,88.0,255.0,
44,virgilgreen/2495288,"Green, Virgil",TE,2019,Regular Season,8,10/27,Away,CHI,W,17 to 16,1,0,1,10,10.0,10,0,--,--,--,--,--,--,--,621,lac,1.5,4000,31.0,"San Bernardino , CA",8/3/1988,Nevada,Active,Los Angeles Chargers,9th season,77.0,Tulare HS,CA,88.0,255.0,
45,jeffheuerman/2552399,"Heuerman, Jeff",TE,2019,Regular Season,1,09/09,Away,OAK,L,16 to 24,1,1,--,--,--,--,--,--,--,--,--,--,--,--,72,den,0.0,4200,26.0,"Naples , FL",11/24/1992,Ohio State,Active,Denver Broncos,5th season,77.0,Barron G. Collier HS,"Naples, FL",82.0,255.0,
46,jeffheuerman/2552399,"Heuerman, Jeff",TE,2019,Regular Season,5,10/06,Away,LAC,W,20 to 13,1,1,1,26,26.0,26,0,--,--,--,--,--,--,--,370,den,3.1,4500,26.0,"Naples , FL",11/24/1992,Ohio State,Active,Denver Broncos,5th season,77.0,Barron G. Collier HS,"Naples, FL",82.0,255.0,
47,jeffheuerman/2552399,"Heuerman, Jeff",TE,2019,Regular Season,8,10/27,Away,IND,L,13 to 15,1,1,1,11,11.0,11,0,--,--,--,--,--,--,--,618,den,1.6,4300,26.0,"Naples , FL",11/24/1992,Ohio State,Active,Denver Broncos,5th season,77.0,Barron G. Collier HS,"Naples, FL",82.0,255.0,
48,demetriusharris/2541187,"Harris, Demetrius",TE,2019,Regular Season,2,09/16,Away,NYJ,W,23 to 3,1,0,1,4,4.0,4,0,--,--,--,--,--,--,--,139,cle,0.9,4000,28.0,"Carrollton , TX",7/29/1991,Wis.-Milwaukee,Active,Cleveland Browns,6th season,79.0,Jacksonville HS,AR,88.0,230.0,
49,demetriusharris/2541187,"Harris, Demetrius",TE,2019,Regular Season,4,09/29,Away,BAL,W,40 to 25,1,0,--,--,--,--,--,--,--,--,--,--,--,--,328,cle,0.0,4500,28.0,"Carrollton , TX",7/29/1991,Wis.-Milwaukee,Active,Cleveland Browns,6th season,79.0,Jacksonville HS,AR,88.0,230.0,
50,willdissly/2561046,"Dissly, Will",TE,2019,Regular Season,2,09/15,Away,PIT,W,28 to 26,1,1,5,50,10.0,14T,2,--,--,--,--,--,--,--,90,sea,19.5,4500,23.0,"Bozeman , MT",7/8/1996,Washington,Injured reserve,Seattle Seahawks,2nd season,76.0,Bozeman HS,MT,88.0,265.0,
51,willdissly/2561046,"Dissly, Will",TE,2019,Regular Season,4,09/29,Away,ARI,W,27 to 10,1,1,7,57,8.1,17,1,--,--,--,--,--,1,0,266,sea,15.2,5400,23.0,"Bozeman , MT",7/8/1996,Washington,Injured reserve,Seattle Seahawks,2nd season,76.0,Bozeman HS,MT,88.0,265.0,
52,willdissly/2561046,"Dissly, Will",TE,2019,Regular Season,6,10/13,Away,CLE,W,32 to 28,1,1,0,0,--,--,0,--,--,--,--,--,--,--,492,sea,0.0,6000,23.0,"Bozeman , MT",7/8/1996,Washington,Injured reserve,Seattle Seahawks,2nd season,76.0,Bozeman HS,MT,88.0,265.0,
53,tylereifert/2540148,"Eifert, Tyler",TE,2019,Regular Season,1,09/08,Away,SEA,L,20 to 21,1,0,5,27,5.4,7,0,--,--,--,--,--,--,--,19,cin,5.2,5200,29.0,"Fort Wayne , IN",9/8/1990,Notre Dame,Active,Cincinnati Bengals,7th season,78.0,Bishop Dwenger HS,"Fort Wayne, IN",85.0,255.0,
54,tylereifert/2540148,"Eifert, Tyler",TE,2019,Regular Season,3,09/22,Away,BUF,L,17 to 21,1,0,1,18,18.0,18,0,--,--,--,--,--,--,--,210,cin,2.3,4900,29.0,"Fort Wayne , IN",9/8/1990,Notre Dame,Active,Cincinnati Bengals,7th season,78.0,Bishop Dwenger HS,"Fort Wayne, IN",85.0,255.0,
55,tylereifert/2540148,"Eifert, Tyler",TE,2019,Regular Season,4,09/30,Away,PIT,L,3 to 27,1,0,2,27,13.5,14,0,--,--,--,--,--,--,--,294,cin,3.7,4600,29.0,"Fort Wayne , IN",9/8/1990,Notre Dame,Active,Cincinnati Bengals,7th season,78.0,Bishop Dwenger HS,"Fort Wayne, IN",85.0,255.0,
56,tylereifert/2540148,"Eifert, Tyler",TE,2019,Regular Season,6,10/13,Away,BAL,L,17 to 23,1,0,2,13,6.5,7,0,--,--,--,--,--,--,--,460,cin,2.3,4500,29.0,"Fort Wayne , IN",9/8/1990,Notre Dame,Active,Cincinnati Bengals,7th season,78.0,Bishop Dwenger HS,"Fort Wayne, IN",85.0,255.0,
57,ryangriffin/2541316,"Griffin, Ryan",TE,2019,Regular Season,5,10/06,Away,PHI,L,6 to 31,1,1,1,2,2.0,2,0,--,--,--,--,--,--,--,394,nyj,0.7,4000,29.0,"Londonderry , NH",1/11/1990,Connecticut,Active,New York Jets,7th season,78.0,Londonderry HS,NH,84.0,255.0,
58,delaniewalker/2495966,"Walker, Delanie",TE,2019,Regular Season,1,09/08,Away,CLE,W,43 to 13,1,1,5,55,11.0,16,2,--,--,--,--,--,--,--,3,ten,20.0,5400,35.0,"Pomona , CA",8/12/1984,Central Missouri State,Active,Tennessee Titans,14th season,74.0,Pomona HS,CA,82.0,248.0,
59,delaniewalker/2495966,"Walker, Delanie",TE,2019,Regular Season,4,09/29,Away,ATL,W,24 to 10,1,0,1,4,4.0,4,0,--,--,--,--,--,1,0,316,ten,0.9,5700,35.0,"Pomona , CA",8/12/1984,Central Missouri State,Active,Tennessee Titans,14th season,74.0,Pomona HS,CA,82.0,248.0,
60,delaniewalker/2495966,"Walker, Delanie",TE,2019,Regular Season,6,10/13,Away,DEN,L,0 to 16,1,1,3,43,14.3,18,0,--,--,--,--,--,--,--,442,ten,5.8,5200,35.0,"Pomona , CA",8/12/1984,Central Missouri State,Active,Tennessee Titans,14th season,74.0,Pomona HS,CA,82.0,248.0,
61,charlesclay/2495139,"Clay, Charles",TE,2019,Regular Season,2,09/15,Away,BAL,L,17 to 23,1,0,1,6,6.0,6,0,--,--,--,--,--,--,--,137,ari,1.1,4200,30.0,"Little Rock , AR",2/13/1989,Tulsa,Active,Arizona Cardinals,9th season,75.0,Little Rock Central HS,AR,85.0,246.0,
62,charlesclay/2495139,"Clay, Charles",TE,2019,Regular Season,5,10/06,Away,CIN,W,26 to 23,1,1,1,27,27.0,27,0,--,--,--,--,--,--,--,367,ari,3.2,4200,30.0,"Little Rock , AR",2/13/1989,Tulsa,Active,Arizona Cardinals,9th season,75.0,Little Rock Central HS,AR,85.0,246.0,
63,charlesclay/2495139,"Clay, Charles",TE,2019,Regular Season,7,10/20,Away,NYG,W,27 to 21,1,1,1,12,12.0,12,0,--,--,--,--,--,--,--,536,ari,1.7,4500,30.0,"Little Rock , AR",2/13/1989,Tulsa,Active,Arizona Cardinals,9th season,75.0,Little Rock Central HS,AR,85.0,246.0,
64,blakejarwin/2559193,"Jarwin, Blake",TE,2019,Regular Season,2,09/15,Away,WAS,W,31 to 21,1,0,1,22,22.0,22,0,--,--,--,--,--,--,--,120,dal,2.7,4500,25.0,"Oklahoma City , OK",7/16/1994,Oklahoma State,Active,Dallas Cowboys,3rd season,77.0,Tuttle HS,OK,89.0,260.0,
65,blakejarwin/2559193,"Jarwin, Blake",TE,2019,Regular Season,6,10/13,Away,NYJ,L,22 to 24,1,1,2,6,3.0,5,0,--,--,--,--,--,--,--,466,dal,1.6,4500,25.0,"Oklahoma City , OK",7/16/1994,Oklahoma State,Active,Dallas Cowboys,3rd season,77.0,Tuttle HS,OK,89.0,260.0,
66,j.p.holtz/2556852,"Holtz, J.P.",TE,2019,Regular Season,5,10/06,Away,OAK,L,21 to 24,1,0,1,16,16.0,16,0,--,--,--,--,--,--,--,379,chi,2.1,0,26.0,"Pittsburgh , PA",8/28/1993,Pittsburgh,Active,Chicago Bears,1st season,75.0,Shaler Area HS,"Pittsburgh, PA",81.0,255.0,
67,darrenwaller/2552408,"Waller, Darren",TE,2019,Regular Season,3,09/22,Away,MIN,L,14 to 34,1,1,13,134,10.3,30,0,1,7,7.0,7,0,--,--,178,oak,20.6,5900,27.0,"Landover , MD",9/13/1992,Georgia Tech,Active,Oakland Raiders,3rd season,78.0,North Cobb HS,"Acworth, GA",83.0,255.0,
68,darrenwaller/2552408,"Waller, Darren",TE,2019,Regular Season,4,09/29,Away,IND,W,31 to 24,1,1,7,53,7.6,17,0,--,--,--,--,--,--,--,278,oak,8.8,6700,27.0,"Landover , MD",9/13/1992,Georgia Tech,Active,Oakland Raiders,3rd season,78.0,North Cobb HS,"Acworth, GA",83.0,255.0,
69,darrenwaller/2552408,"Waller, Darren",TE,2019,Regular Season,8,10/27,Away,HOU,L,24 to 27,1,1,2,11,5.5,8T,1,--,--,--,--,--,--,--,589,oak,8.1,6800,27.0,"Landover , MD",9/13/1992,Georgia Tech,Active,Oakland Raiders,3rd season,78.0,North Cobb HS,"Acworth, GA",83.0,255.0,
70,vernondavis/2495826,"Davis, Vernon",TE,2019,Regular Season,1,09/08,Away,PHI,L,27 to 32,1,0,4,59,14.8,48T,1,--,--,--,--,--,--,--,4,was,13.9,4000,35.0,"Washington , DC",1/31/1984,Maryland,Active,Washington Redskins,14th season,75.0,Dunbar HS,"Washington, DC",85.0,248.0,
71,vernondavis/2495826,"Davis, Vernon",TE,2019,Regular Season,4,09/29,Away,NYG,L,3 to 24,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--,314,was,1.0,5100,35.0,"Washington , DC",1/31/1984,Maryland,Active,Washington Redskins,14th season,75.0,Dunbar HS,"Washington, DC",85.0,248.0,
72,dallasgoedert/2560995,"Goedert, Dallas",TE,2019,Regular Season,6,10/13,Away,MIN,L,20 to 38,1,1,5,48,9.6,13,0,--,--,--,--,--,--,--,438,phi,7.3,4500,24.0,"Havana , ND",1/3/1995,South Dakota State,Active,Philadelphia Eagles,2nd season,77.0,Britton-Hecla HS,"Britton, SD",88.0,256.0,
73,dallasgoedert/2560995,"Goedert, Dallas",TE,2019,Regular Season,7,10/20,Away,DAL,L,10 to 37,1,1,4,69,17.3,28T,1,--,--,--,--,--,1,1,507,phi,12.9,4800,24.0,"Havana , ND",1/3/1995,South Dakota State,Active,Philadelphia Eagles,2nd season,77.0,Britton-Hecla HS,"Britton, SD",88.0,256.0,
74,dallasgoedert/2560995,"Goedert, Dallas",TE,2019,Regular Season,8,10/27,Away,BUF,W,31 to 13,1,0,3,22,7.3,10,1,--,--,--,--,--,--,--,587,phi,9.7,4800,24.0,"Havana , ND",1/3/1995,South Dakota State,Active,Philadelphia Eagles,2nd season,77.0,Britton-Hecla HS,"Britton, SD",88.0,256.0,
75,mycolepruitt/2552401,"Pruitt, MyCole",TE,2019,Regular Season,1,09/08,Away,CLE,W,43 to 13,1,0,0,0,--,--,0,--,--,--,--,--,--,--,77,ten,0.0,4000,27.0,"South Bend , IN",3/24/1992,Southern Illinois,Active,Tennessee Titans,4th season,74.0,Kirkwood HS,MO,85.0,245.0,
76,mycolepruitt/2552401,"Pruitt, MyCole",TE,2019,Regular Season,4,09/29,Away,ATL,W,24 to 10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,337,ten,0.0,4000,27.0,"South Bend , IN",3/24/1992,Southern Illinois,Active,Tennessee Titans,4th season,74.0,Kirkwood HS,MO,85.0,245.0,
77,mycolepruitt/2552401,"Pruitt, MyCole",TE,2019,Regular Season,6,10/13,Away,DEN,L,0 to 16,1,1,--,--,--,--,--,--,--,--,--,--,--,--,491,ten,0.0,4000,27.0,"South Bend , IN",3/24/1992,Southern Illinois,Active,Tennessee Titans,4th season,74.0,Kirkwood HS,MO,85.0,245.0,
78,ericebron/2543466,"Ebron, Eric",TE,2019,Regular Season,1,09/08,Away,LAC,L,24 to 30,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--,44,ind,1.3,5900,26.0,"Newark , NJ",4/10/1993,North Carolina,Active,Indianapolis Colts,6th season,76.0,Ben L. Smith HS,"Greensboro, NC",85.0,253.0,
